index,id,company name,chemistry_detail,chemistry,format,part,cell status,cell shape,cycle_life,capacity_fade_eol,vol. energy density (wh/l),capacity_nom,v_max,v_nom,v_min,i_cont,i_peak,crate_discharge_cyclelife,weight (gr),volume (cc),i_charge_max,standard charge current (a),crate_charge_cyclelife,t_rest_h,length (mm),height (mm),width_(mm),diameter_(mm),id/date,charging_method,crate_cv_cutoff,t_cycle_dod,op_temp_discharge_min_c,t_max,t_charge_min,storage_temp_max_c,r_internal,charging_voltage_v,charge_cutoff_current_a,calendar_life_years,resistance_growth_eol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISI-186,ISI-186,EVE Energy,Nickel rich,NMC,Pouch,D21,Active,Prismatic,3000,80,355,52,4.2,3.7,2.7,10.4,104,1,740,475,52,10.4,1,0.5,305,11.5,102,21,-,CC-CV,0.02,80%,-10,50,0,25,2.03,4.2,2.263,8.1,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISI-187,ISI-187,EVE Energy,Nickel rich,NMC,Prismatic,INP42P,Active,Prismatic,2000,80,355,42,4.2,3.65,2.7,8.4,84,1,740,475,42,8.4,1,0.5,148,27,97,21,-,CC-CV,0.02,80%,-20,55,-20,25,2.22,4.21,3.036,7.2,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISI-188,ISI-188,EVE Energy,Nickel rich,NMC,Prismatic,INP50E,Active,Prismatic,2000,80,355,50,4.2,3.65,2.7,10,100,1,880,475,50,10,1,0.5,148,27,97,21,-,CC-CV,0.02,80%,-10,55,-20,35,7.02,4.2,4.655,7.2,14.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISI-189,ISI-189,EVE Energy,Nickel rich,NMC,Prismatic,INP60E,Active,Prismatic,2000,80,355,60,4.2,3.65,2.7,12,120,1,870,475,60,12,1,0.5,148,27,97,21,-,CC-CV,0.02,80%,-10,60,-20,30,3.71,4.26,4.761,9,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISI-190,ISI-190,EVE Energy,Nickel rich,NMC,Prismatic,INP72P,Active,Prismatic,2000,80,355,72,4.2,3.65,2.7,14.4,144,1,1300,475,72,14.4,1,0.5,148,39,97,21,-,CC-CV,0.02,80%,-10,50,0,40,4.99,4.28,2.613,9.9,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISI-191,ISI-191,EVE Energy,Nickel rich,NMC,Prismatic,INP80E,Active,Prismatic,2000,80,355,80,4.2,3.65,2.7,16,160,1,1320,475,80,16,1,0.5,148,39,97,21,-,CC-CV,0.02,80%,-10,60,-10,40,4.14,4.23,10.162,9.9,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISI-192,ISI-192,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF50,Active,Prismatic,3500,80,355,50,3.65,3.2,2,10,50,1,1380,475,50,10,1,0.5,185,30,135,21,-,CC-CV,0.02,80%,-20,60,-10,35,5.15,4.21,8.362,15.3,7.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISI-193,ISI-193,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF56K,Active,Prismatic,3500,80,355,56,3.65,3.2,2,11.2,56,1,1450,475,56,11.2,1,0.5,185,30,135,21,-,CC-CV,0.02,80%,0,60,-20,35,5.66,4.21,5.659,13.5,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISI-194,ISI-194,EVE Energy,Lithium Iron Phosphate,LFP,Prismatic,LF75,Active,Prismatic,3500,80,355,75,3.65,3.2,2,15,75,1,1880,475,75,15,1,0.5,200,36,130,21,-,CC-CV,0.02,80%,-10,50,0,40,8.81,4.2,9.119,12.6,13.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-01248,SDL-01248,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 34570,Active,Cyl,500,70,380,5.4,4.2,3.7,2.5,1.1,11,1,125,52.8197,5.4,1.1,1,0.5,34.2,59.43,174,34.2,7.2019,CC-CV,0.02,100%,-10,50,-10,30,2.71,4.28,0.108,9.9,5.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02926,SDL-02926,Kokam,Nickel rich,NMC,Pouch,SLPB50106100,Active,Prismatic,800,80,355,5,4.2,3.7,2.7,2.5,10,1,115,53,5,1,1,0.5,106,5,100,21,-,CC-CV,0.02,80%,-20,55,-20,35,3.14,4.24,0.631,10.8,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02927,SDL-02927,Kokam,Nickel rich,NMC,Pouch,SLPB75106100,Active,Prismatic,800,80,355,7.5,4.2,3.7,2.7,3.75,15,1,155,79.5,7.5,1.5,1,0.5,106,7.5,100,21,-,CC-CV,0.02,80%,0,60,-10,35,7.62,4.29,0.846,9,15.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02928,SDL-02928,Kokam,Nickel rich,NMC,Pouch,SLPB75106205,Active,Prismatic,800,80,355,16,4.2,3.7,2.7,8,16,1,330,162.975,16,3.2,1,0.5,205,7.5,106,21,-,CC-CV,0.02,80%,-20,55,0,25,2.17,4.28,1.859,9.9,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02929,SDL-02929,Kokam,Nickel rich,NMC,Pouch,SLPB60216216,Active,Prismatic,800,80,355,25,4.2,3.7,2.7,12.5,25,0.5,620,307.45,25,5,0.5,0.5,220,6.5,215,21,-,CC-CV,0.02,80%,-10,60,0,40,6.8,4.23,0.116,9.9,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02933,SDL-02933,Kokam,Nickel rich,NMC,Pouch,SLPB70460330,Active,Prismatic,800,80,355,100,4.2,3.7,2.7,50,100,0.5,2320,1064.7,100,20,0.5,0.5,455,7.2,325,21,-,CC-CV,0.02,80%,-10,55,-10,25,5.2,4.25,1.192,9,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02945,SDL-02945,Kokam,Nickel rich,NMC,Pouch,SLPB55205130H,Active,Prismatic,800,80,355,11,4.2,3.7,2.7,5.5,55,0.5,292,149.968,22,2.2,0.5,0.5,206,5.6,130,21,-,CC-CV,0.02,80%,-10,55,-20,40,4.72,4.24,0.467,9.9,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02946,SDL-02946,Kokam,Nickel rich,NMC,Pouch,SLPB78216216H,Active,Prismatic,800,80,355,31,4.2,3.7,2.7,15.5,155,0.5,860,397.32,62,6.2,0.5,0.5,220,8.4,215,21,-,CC-CV,0.02,80%,-20,60,-20,40,6.53,4.21,2.919,7.2,13.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02948,SDL-02948,Kokam,Nickel rich,NMC,Pouch,SLPB60460330H,Active,Prismatic,800,80,355,70,4.2,3.7,2.7,35,350,0.5,1950,857.675,140,14,0.5,0.5,455,5.8,325,21,-,CC-CV,0.02,80%,0,55,-20,35,5.49,4.27,0.242,9.9,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02949,SDL-02949,Kokam,Nickel rich,NMC,Pouch,SLPB80460330H,Active,Prismatic,800,80,355,100,4.2,3.7,2.7,50,500,0.5,2700,1197.7875,200,20,0.5,0.5,455,8.1,325,21,-,CC-CV,0.02,80%,-10,50,-10,30,7.97,4.21,3.504,9.9,15.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-02950,SDL-02950,Kokam,Nickel rich,NMC,Pouch,SPLB160460330H,Active,Prismatic,800,80,355,200,4.2,3.7,2.7,100,400,0.5,5260,2513.875,200,40,0.5,0.5,455,17,325,21,-,CC-CV,0.02,80%,0,50,-20,40,3.4,4.21,0.884,10.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-03609,SDL-03609,HYB Battery Co,Nickel rich,LFP,Prismatic,IMP206990S,Active,Prismatic,400,80,355,9,4.2,3.7,3,3,27,0.33,310,144.9,4.5,1.8,0.33,0.5,103,20,69,21,File No: QP–09–E302 ,CC-CV,0.02,80%,-20,60,-20,40,6.52,4.28,9.175,12.6,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-03617,SDL-03617,HYB Battery Co,Nickel rich,LFP,Prismatic,IMP50110140S,Active,Prismatic,400,80,355,60,4.2,3.6,3,12,30,0.33,1850,852.5,30,12,0.33,0.5,155,50.5,110,21,-,CC-CV,0.01,80,-20,60,0,35,4.78,4.28,9.08,18,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-05872,SDL-05872,Advanced Electronics Energy,Nickel rich,LFP,Pouch,AE8867220PMHRE,Active,Prismatic,300,80,355,10.5,4.2,3.7,2.75,1.94,19.4,0.5,258,129.712,9.7,4.85,0.5,0.5,220,8.8,67,21,-,CC-CV,0.02,90%,-10,55,0,25,1.53,4.23,1.195,13.5,2.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-06597,SDL-06597,Yoku Energy (Shenzhen) Co,Nickel rich,LFP,Pouch,656096,Active,Prismatic,300,75,355,3.6,4.2,3.7,2.75,0.72,3.6,0.2,74,37.44,1.8,0.72,0.2,0.5,96,6.5,60,21,19.01.2011,CC-CV,0.05,90%,-20,50,-20,30,2.99,4.3,3.924,11.7,4.85875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-06600,SDL-06600,Yoku Energy (Shenzhen) Co,Nickel rich,LFP,Pouch,8235135,Active,Prismatic,300,80,355,3.5,4.2,3.7,2.75,0.7,10,0.2,71,38.745,1.75,0.72,0.2,0.5,136,8.2,35.5,21,10.09.2008,CC-CV,0.05,80%,-20,60,0,25,6.97,4.21,0.823,17.1,10.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-06638,SDL-06638,Yoku Energy (Shenzhen) Co,Nickel rich,LFP,Pouch,6567100,Active,Prismatic,300,75,355,4,4.2,3.7,2.75,0.75,4,0.2,82,43.55,4,0.75,0.2,0.5,101,6.7,67.5,21,19.01.2011,CC-CV,0.05,80%,-20,50,-20,30,3.99,4.3,0.248,14.4,6.48375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-06646,SDL-06646,Yoku Energy (Shenzhen) Co,Nickel rich,LFP,Pouch,7545135,Active,Prismatic,300,80,355,4.2,4.2,3.7,2.75,0.84,4.2,0.2,78,45.5625,4.2,0.84,0.2,0.5,135,7.5,45,21,25.10.2008,CC-CV,0.05,80%,-20,55,-20,25,6.95,4.2,2.581,15.3,10.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-07227,SDL-07227,ATL - Amperex Technology,Nickel rich,LFP,Pouch,5080122,Active,Prismatic,500,80,355,4.53,4.2,3.7,3,0.906,10,0.5,106,50.752,4.53,2.26,0.5,0.5,122,5.2,80,21,11.12.2008,CC-CV,0.02,80%,-10,60,-10,40,2.9,4.29,2.165,10.8,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-07234,SDL-07234,ATL - Amperex Technology,Nickel rich,LFP,Pouch,8235138,Active,Prismatic,500,80,355,3.8,4.2,3.7,3,0.76,3.8,0.2,85,41.055,3.8,1.9,0.2,0.5,138,8.5,35,21,11.12.2008,CC-CV,0.02,80%,0,50,-20,40,1.96,4.27,0.152,14.4,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-07236,SDL-07236,ATL - Amperex Technology,Nickel rich,LFP,Pouch,8045135,Active,Prismatic,500,80,355,4.4,4.2,3.7,3,0.88,4.4,0.2,95,48.6,4.4,2.2,0.2,0.5,135,8,45,21,11.12.2008,CC-CV,0.02,80%,-20,55,0,30,7.94,4.3,3.908,10.8,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-07237,SDL-07237,ATL - Amperex Technology,Nickel rich,LFP,Pouch,8845135,Active,Prismatic,500,80,355,4.75,4.2,3.7,3,0.95,4.75,0.2,105,54.675,4.75,2.375,0.2,0.5,135,9,45,21,11.12.2008,CC-CV,0.02,80%,-10,50,-20,30,6.88,4.21,0.603,18,10.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-07238,SDL-07238,ATL - Amperex Technology,Nickel rich,LFP,Pouch,5048168,Active,Prismatic,300,80,355,3.8,4.2,3.7,3,0.76,3.8,0.2,85,41.405,3.8,1.9,0.2,0.5,169,5,49,21,16.12.2008,CC-CV,0.02,80%,-20,50,-10,35,2.76,4.21,2.598,18,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-07239,SDL-07239,ATL - Amperex Technology,Nickel rich,LFP,Pouch,6048168,Active,Prismatic,300,80,355,4.2,4.2,3.7,3,0.84,4.2,0.2,100,49.686,4.2,2.1,0.2,0.5,169,6,49,21,16.12.2008,CC-CV,0.02,80%,-10,60,-10,35,7.79,4.28,1.614,13.5,11.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-07240,SDL-07240,ATL - Amperex Technology,Nickel rich,LFP,Pouch,7048168,Active,Prismatic,300,80,355,5.5,4.2,3.7,3,1.1,5.5,0.2,113,62.9356,5.5,2.75,0.2,0.5,169,7.6,49,21,16.12.2008,CC-CV,0.02,80%,-20,60,-10,35,1.69,4.21,0.854,18,2.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-09564,SDL-09564,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 12 V,Active,Cyl,2000,80,175,12,4.1,3.6,2.75,12,1500,1,640,270,180,12,1,0.5,47,173,174,47,2.2007,CC-CV,0.01,100%,-10,50,-10,30,4.19,4.29,0.14,10.8,7.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-09565,SDL-09565,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 34480,Active,Cyl,500,70,380,4.4,4.2,3.7,2.5,0.9,8.8,1,103,45.8282,4.4,1.1,1,0.5,33.9,50.8,174,33.9,11.2007,CC-CV,0.02,100%,0,55,-10,35,9.03,4.23,0.149,10.8,19.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-09566,SDL-09566,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 37570,Active,Cyl,500,70,385,7,4.2,3.7,2.5,1.4,14,1,149,65.3326,7,1.4,1,0.5,37.4,59.5,174,37.4,11.2007,CC-CV,0.02,100%,-10,55,-10,35,3.44,4.21,0.132,9,7.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-12690,SDL-12690,General Electronics Battery Co,Nickel rich,LFP,Cylindrical,GEB32650,Active,Cyl,600,80,355,6,4.2,3.7,2.75,3,6,0.2,140,52.2496,3,1.2,0.2,0.5,32.5,66.5,174,32.5,06.03.2019,CC-CV,0.02,100%,-20,50,-10,30,3.05,4.27,0.098,14.4,4.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-12800,SDL-12800,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 4V,Active,Cyl,2000,80,100,4.4,4.1,3.6,2.5,4.4,500,1,320,161.0466,66,4.4,1,0.5,34.2,175.4,174,34.2,4.2007,CC-CV,0.01,100%,-20,55,0,25,6.72,4.25,0.104,9,12.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-12801,SDL-12801,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 6A,Active,Cyl,5000,80,355,6,4.1,3.65,2,12,750,1,340,158.6681,90,6,1,0.5,35,165,174,35,9.2007,CC-CV,0.01,100%,0,60,-20,40,5.47,4.22,0.178,9.9,9.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-12802,SDL-12802,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 8V,Active,Cyl,2000,80,122,8.5,4.1,3.6,2.5,8.5,1000,1,470,252.0227,127.5,8.5,1,0.5,42,182,174,42,4.2007,CC-CV,0.01,100%,-20,60,-10,30,3.63,4.26,0.17,7.2,6.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14721,SDL-14721,E-One Moli Energy (Canada) Limited,Nickel rich,LFP,Cylindrical,IBR-26700A,Active,Cyl,500,80,335,3.5,4.2,3.75,2.5,0.7,15,2.9,95,38.298,3.7,0.7,2.9,0.5,26.4,70,174,26.4,9.2006,CC-CV,0.02,80%,-20,50,-20,40,6.19,4.28,0.234,10.8,9.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14857,SDL-14857,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 32600-125,Active,Cyl,200,70,355,4.5,4.1,3.6,2.5,0.9,2.3,0.2,139,55.5009,2,0.9,0.2,0.5,32.05,61.85,174,32.05,1.201,CC-CV,0.02,100%,-20,55,-20,25,7.43,4.28,0.156,9,16.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14876,SDL-14876,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 34P,Active,Cyl,2000,80,280,33,4.1,3.6,2.5,33,500,0.5,940,410,16.5,16.25,0.5,0.5,54,195,174,54,6.2007,CC-CV,0.02,100%,-10,60,-20,40,7.78,4.29,0.113,9.9,14.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14955,SDL-14955,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,IMP225054S,Active,Prismatic,400,80,355,3.5,4.2,3.7,2.75,0.7,3.5,1,155,67.116,1,0.7,1,0.5,56,23.5,51,21,File No.:Q/LX.S.E.04.022-2006 ,CC-CV,0.02,80%,0,50,-10,30,3,4.22,3.194,16.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14956,SDL-14956,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,IMP225058S,Active,Prismatic,500,80,355,4,4.2,3.7,2.75,0.8,4,1,160,71.91,1,0.8,1,0.5,60,23.5,51,21,File No.:Q/LX.S.E.04.021-2006 ,CC-CV,0.02,80%,-10,60,-20,40,3.42,4.27,0.745,14.4,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14957,SDL-14957,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,ICP174167S,Active,Prismatic,500,80,355,4,4.2,3.7,2.75,0.8,1,1,130,53.613,1,0.8,1,0.5,69,18.5,42,21,File No.:Q/LX.S.E.04.002-2006 ,CC-CV,0.02,80%,0,60,0,25,6.38,4.21,8.433,10.8,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14958,SDL-14958,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,ICP254145S,Active,Prismatic,500,80,355,4,4.2,3.7,2.75,0.8,2,1,115,52.311,1,0.8,1,0.5,47,25.5,41.5,21,File No.:Q/LX.S.E.04.024-2006 ,CC-CV,0.02,80%,-20,60,0,40,4.49,4.21,4.34,18,6.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14959,SDL-14959,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,ICP225054S,Active,Prismatic,500,80,355,5,4.2,3.7,2.75,1,1,1,155,67.116,1,1,1,0.5,56,23.5,51,21,-,CC-CV,0.02,80%,0,60,0,35,7.08,4.23,2.141,18,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14960,SDL-14960,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,IMP225069S,Active,Prismatic,500,80,355,5,4.2,3.7,2.75,1,1,1,195,85.0935,1,1,1,0.5,71,23.5,51,21,File No.:Q/LX.S.E.04.008-2006 ,CC-CV,0.02,80%,0,55,0,30,7.18,4.27,5.174,12.6,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14961,SDL-14961,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,ICP226769S,Active,Prismatic,500,80,355,6.5,4.2,3.7,2.75,1.3,3,1,235,113.458,1,1.3,1,0.5,71,23.5,68,21,-,CC-CV,0.02,80%,-10,60,-20,35,1.97,4.28,2.741,11.7,2.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14962,SDL-14962,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,ICP225069S,Active,Prismatic,500,80,355,7,4.2,3.7,2.75,1.4,1.4,1,195,85.0935,1.4,1.4,1,0.5,71,23.5,51,21,File No.:Q/LX.S.E.04.006-2006 ,CC-CV,0.02,80%,-20,60,-10,35,4.89,4.29,4.434,10.8,7.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14963,SDL-14963,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,ICP226754M,Active,Prismatic,500,80,355,7,4.2,3.7,2.75,7,7,1,210,110.262,7,7,1,0.5,69,23.5,68,21,File No.:Q/LX.S.E.04.016-2006 ,CC-CV,0.02,80%,-10,50,-10,30,2.38,4.27,4.231,18,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14964,SDL-14964,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,ICP226769S,Active,Prismatic,500,80,355,9,4.2,3.7,2.75,1.8,1.8,1,235,113.458,1.8,1.8,1,0.5,71,23.5,68,21,File No.:Q/LX.S.E.04.010-2006 ,CC-CV,0.02,80%,-20,55,-10,40,2.75,4.24,8.018,15.3,4.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-14965,SDL-14965,Wuhan Lisun Power Corp. Ltd,Nickel rich,LFP,Prismatic,ICP257054M,Active,Prismatic,500,80,355,9,4.2,3.7,2.75,9,9,1,250,129.8235,9,9,1,0.5,71,26.5,69,21,File No.:Q/LX.S.E.04.018-2006 ,CC-CV,0.02,80%,-10,55,-10,40,3.79,4.23,11.675,17.1,5.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-16572,SDL-16572,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 52E,Active,Cyl,500,80,392,52,4.1,3.6,2.75,10.4,52,1,1000,476.1245,52,5.2,1,0.5,54,208,174,54,-,CC-CV,0.01,100,-10,50,-20,30,2.52,4.25,0.026,9.9,4.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-16776,SDL-16776,"Kayo battery co., ltd",Lithium Iron Phosphate,LFP,Cylindrical,KFL 32650-10P,Active,Cyl,2000,80,355,3.8,3.65,3.2,2.5,0.76,38,0.5,120,53.8952,3.8,1.52,0.5,0.5,32.5,65,174,32.5,-,CC-CV,0.02,80%,-20,50,-10,25,8.17,4.21,0.114,10.8,12.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-16777,SDL-16777,"Kayo battery co., ltd",Lithium Iron Phosphate,LFP,Cylindrical,KFL 32650,Active,Cyl,2000,80,355,4,3.65,3.2,2.5,0.8,12,0.5,125,53.8952,4,1.6,0.5,0.5,32.5,65,174,32.5,-,CC-CV,0.02,80%,0,50,-10,30,5.35,4.23,0.241,18,8.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-16819,SDL-16819,GS Yuasa Technology,Lithium Cobalt Oxide,LCO,Prismatic,LVP10,Active,Prismatic,500,80,195,11.5,4.2,3.7,3,1.15,57.5,1,490,218.4,11.5,2.3,1,0.5,130,21,80,21,-,CC-CV,0.02,80%,0,60,-10,25,5.87,4.25,10.024,6.3,10.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-16835a,SDL-16835,EAS Batteries,Nickel rich,NCA,Cylindrical,HP-601300 NCA,Active,Cyl,1000,80,264,27,4.2,3.6,2.7,54,270,0.5,980,449.334,162,27,0.5,0.5,60,159,174,60,6.2009,CC-CV,0.01,100%,-20,50,-10,25,3.8,4.23,0.175,8.1,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-16835b,SDL-16835,EAS Batteries,Nickel rich,NCA,Cylindrical,HP-601300 NCA,Active,Cyl,2000,60,264,27,4.2,3.6,2.7,54,270,0.5,980,449.334,162,27,0.5,0.5,60,159,174,60,6.2009,CC-CV,0.01,100%,-20,55,-10,35,2.54,4.27,0.056,8.1,8.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-18448,SDL-18448,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Prismatic,MP174565,Active,Prismatic,600,70,423,4.8,4.2,3.75,2.5,1,10,0.5,103,42.5,5,1,1,0.5,70,18.1,45.5,21,9.2009,CC-CV,0.02,100%,-20,55,-20,25,8.61,4.28,5.812,8.1,18.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-18449,SDL-18449,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Prismatic,MP174865 IS,Active,Prismatic,850,70,335,4.8,4.1,3.65,2.5,1.1,10,0.5,124,52,5,0.58,0.5,0.5,65,19,48,21,11.2007,CC-CV,0.02,100%,0,55,0,40,2.61,4.24,12.261,7.2,5.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-18452,SDL-18452,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 48E,Active,Cyl,500,80,300,48,4.1,3.6,2.5,4.8,100,1,1150,572.265,48,4.8,1,0.5,54,245,174,54,9.2007,CC-CV,0.02,100%,-20,55,0,40,8.05,4.25,0.126,9.9,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-18653,SDL-18653,Saft,Lithium Iron Phosphate,LFP,Cylindrical,VL 10VFE,Active,Cyl,600,80,128,10,3.65,3.3,2.5,10,1500,1,600,270,10,1,1,0.5,47,173,174,47,2.2007,CC-CV,0.02,80%,0,50,-20,40,9.88,4.28,0.026,13.5,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
